facet_id,facet_name,domain,description,rubric_1,rubric_2,rubric_3,rubric_4,rubric_5,is_turn_level,polarity,weight,requires_context,evaluable_from_text,score_direction,prompt_hint,chunk_group
data_analysis,Data Analysis,cognitive,Assesses the degree to which data analysis is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Data Analysis] (domain: cognitive): Assesses the degree to which data analysis is expressed or observable in the conversation turn. Rate 1-5.,4
social_interaction_skills,Social Interaction Skills,pragmatics,Assesses the degree to which social interaction skills is expressed or observable in the conversation turn.,Response completely fails pragmatic expectations.,Poorly aligned with conversational goals.,Adequately meets pragmatic demands with some gaps.,Well-calibrated; cooperative and contextually apt.,Exemplary pragmatic competence.,True,higher_is_better,1.0,True,True,high=good,Score [Social Interaction Skills] (domain: pragmatics): Assesses the degree to which social interaction skills is expressed or observable in the conversatio Rate 1-5.,5
psychoticism,Psychoticism,safety,Assesses the degree to which psychoticism is expressed or observable in the conversation turn.,Explicit harmful or unsafe content present.,Subtle safety concern; potentially problematic.,Borderline; minor concern needing review.,Largely safe with negligible caveats.,"Completely safe, responsible, and appropriate.",True,lower_is_better,1.0,False,True,low=good,Score [Psychoticism] (domain: safety): Assesses the degree to which psychoticism is expressed or observable in the conversation turn. Rate 1-5.,5
ethical_leadership_rating,Ethical leadership rating,pragmatics,Assesses the degree to which ethical leadership rating is expressed or observable in the conversation turn.,Response completely fails pragmatic expectations.,Poorly aligned with conversational goals.,Adequately meets pragmatic demands with some gaps.,Well-calibrated; cooperative and contextually apt.,Exemplary pragmatic competence.,True,higher_is_better,1.0,False,True,high=good,Score [Ethical leadership rating] (domain: pragmatics): Assesses the degree to which ethical leadership rating is expressed or observable in the conversatio Rate 1-5.,5
slothfulness,Slothfulness,safety,Assesses the degree to which slothfulness is expressed or observable in the conversation turn.,Explicit harmful or unsafe content present.,Subtle safety concern; potentially problematic.,Borderline; minor concern needing review.,Largely safe with negligible caveats.,"Completely safe, responsible, and appropriate.",True,lower_is_better,1.0,False,True,low=good,Score [Slothfulness] (domain: safety): Assesses the degree to which slothfulness is expressed or observable in the conversation turn. Rate 1-5.,5
happiness,Happiness,emotion,Assesses the degree to which happiness is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,higher_is_better,1.0,False,True,high=good,Score [Happiness] (domain: emotion): Assesses the degree to which happiness is expressed or observable in the conversation turn. Rate 1-5.,5
contentment_levels,Contentment Levels,emotion,Assesses the degree to which contentment levels is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,higher_is_better,1.0,False,True,high=good,Score [Contentment Levels] (domain: emotion): Assesses the degree to which contentment levels is expressed or observable in the conversation turn. Rate 1-5.,5
neuroticism,Neuroticism,personality,Assesses the degree to which neuroticism is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,lower_is_better,1.0,False,True,low=good,Score [Neuroticism] (domain: personality): Assesses the degree to which neuroticism is expressed or observable in the conversation turn. Rate 1-5.,5
desire_for_excellence,Desire for excellence,personality,Assesses the degree to which desire for excellence is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Desire for excellence] (domain: personality): Assesses the degree to which desire for excellence is expressed or observable in the conversation tu Rate 1-5.,5
perceiving,Perceiving,personality,Assesses the degree to which perceiving is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Perceiving] (domain: personality): Assesses the degree to which perceiving is expressed or observable in the conversation turn. Rate 1-5.,5
liberalism,Liberalism,personality,Assesses the degree to which liberalism is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Liberalism] (domain: personality): Assesses the degree to which liberalism is expressed or observable in the conversation turn. Rate 1-5.,5
inversion_comfort_level,Inversion comfort level,health_lifestyle,Assesses the degree to which inversion comfort level is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Inversion comfort level] (domain: health_lifestyle): Assesses the degree to which inversion comfort level is expressed or observable in the conversation  Rate 1-5.,5
affection,Affection,emotion,Assesses the degree to which affection is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,higher_is_better,1.0,False,True,high=good,Score [Affection] (domain: emotion): Assesses the degree to which affection is expressed or observable in the conversation turn. Rate 1-5.,5
numeric_filing_skills,Numeric Filing Skills,linguistic,Assesses the degree to which numeric filing skills is expressed or observable in the conversation turn.,Communication is severely unclear or incoherent.,Frequent issues noticeably impede understanding.,Adequate clarity; generally understandable.,Mostly clear and articulate with minor issues.,"Exceptionally clear, precise, and polished.",True,higher_is_better,1.0,False,True,high=good,Score [Numeric Filing Skills] (domain: linguistic): Assesses the degree to which numeric filing skills is expressed or observable in the conversation tu Rate 1-5.,5
martyrdom,Martyrdom,safety,Assesses the degree to which martyrdom is expressed or observable in the conversation turn.,Explicit harmful or unsafe content present.,Subtle safety concern; potentially problematic.,Borderline; minor concern needing review.,Largely safe with negligible caveats.,"Completely safe, responsible, and appropriate.",True,lower_is_better,1.0,False,True,low=good,Score [Martyrdom] (domain: safety): Assesses the degree to which martyrdom is expressed or observable in the conversation turn. Rate 1-5.,5
parathyroid_hormone_level,Parathyroid-hormone level,health_lifestyle,Assesses the degree to which parathyroid-hormone level is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Parathyroid-hormone level] (domain: health_lifestyle): Assesses the degree to which parathyroid-hormone level is expressed or observable in the conversatio Rate 1-5.,5
seeking_approval,Seeking approval,personality,Assesses the degree to which seeking approval is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,lower_is_better,1.0,False,True,low=good,Score [Seeking approval] (domain: personality): Assesses the degree to which seeking approval is expressed or observable in the conversation turn. Rate 1-5.,5
big_five_facet_openness_artistic_interests,Big Five facet Openness – Artistic Interests,personality,Assesses the degree to which big five facet openness – artistic interests is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Big Five facet Openness – Artistic Interests] (domain: personality): Assesses the degree to which big five facet openness – artistic interests is expressed or observable Rate 1-5.,5
psychological_construct_operant_learning_rate,Psychological construct: Operant-Learning rate,cognitive,Assesses the degree to which psychological construct: operant-learning rate is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Psychological construct: Operant-Learning rate] (domain: cognitive): Assesses the degree to which psychological construct: operant-learning rate is expressed or observab Rate 1-5.,5
psychological_construct_need_for_achievement_level,Psychological construct: Need for Achievement level,cognitive,Assesses the degree to which psychological construct: need for achievement level is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Psychological construct: Need for Achievement level] (domain: cognitive): Assesses the degree to which psychological construct: need for achievement level is expressed or obs Rate 1-5.,5
cantankerousness,Cantankerousness,safety,Assesses the degree to which cantankerousness is expressed or observable in the conversation turn.,Explicit harmful or unsafe content present.,Subtle safety concern; potentially problematic.,Borderline; minor concern needing review.,Largely safe with negligible caveats.,"Completely safe, responsible, and appropriate.",True,lower_is_better,1.0,False,True,low=good,Score [Cantankerousness] (domain: safety): Assesses the degree to which cantankerousness is expressed or observable in the conversation turn. Rate 1-5.,5
material_properties_knowledge,Material properties knowledge,cognitive,Assesses the degree to which material properties knowledge is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Material properties knowledge] (domain: cognitive): Assesses the degree to which material properties knowledge is expressed or observable in the convers Rate 1-5.,6
hostility,Hostility,safety,Assesses the degree to which hostility is expressed or observable in the conversation turn.,Explicit harmful or unsafe content present.,Subtle safety concern; potentially problematic.,Borderline; minor concern needing review.,Largely safe with negligible caveats.,"Completely safe, responsible, and appropriate.",True,lower_is_better,1.0,False,True,low=good,Score [Hostility] (domain: safety): Assesses the degree to which hostility is expressed or observable in the conversation turn. Rate 1-5.,6
independence,Independence,personality,Assesses the degree to which independence is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Independence] (domain: personality): Assesses the degree to which independence is expressed or observable in the conversation turn. Rate 1-5.,6
sufi_practice_sufi_retreat_attendance_count,Sufi practice: Sufi retreat attendance count,health_lifestyle,Assesses the degree to which sufi practice: sufi retreat attendance count is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Sufi practice: Sufi retreat attendance count] (domain: health_lifestyle): Assesses the degree to which sufi practice: sufi retreat attendance count is expressed or observable Rate 1-5.,6
chromatin_accessibility_score,Chromatin-accessibility score,health_lifestyle,Assesses the degree to which chromatin-accessibility score is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Chromatin-accessibility score] (domain: health_lifestyle): Assesses the degree to which chromatin-accessibility score is expressed or observable in the convers Rate 1-5.,6
spiritual_virtue_humility_practice_index,Spiritual virtue: Humility practice index,spiritual_values,Assesses the degree to which spiritual virtue: humility practice index is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Spiritual virtue: Humility practice index] (domain: spiritual_values): Assesses the degree to which spiritual virtue: humility practice index is expressed or observable in Rate 1-5.,6
i_ching_hexagram_36_resonance_level,I Ching hexagram 36 resonance level,spiritual_values,Assesses the degree to which i ching hexagram 36 resonance level is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [I Ching hexagram 36 resonance level] (domain: spiritual_values): Assesses the degree to which i ching hexagram 36 resonance level is expressed or observable in the c Rate 1-5.,6
well_being_component_engagement,Well-being component: Engagement,personality,Assesses the degree to which well-being component: engagement is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Well-being component: Engagement] (domain: personality): Assesses the degree to which well-being component: engagement is expressed or observable in the conv Rate 1-5.,6
need_for_social_interaction,Need for social interaction,pragmatics,Assesses the degree to which need for social interaction is expressed or observable in the conversation turn.,Response completely fails pragmatic expectations.,Poorly aligned with conversational goals.,Adequately meets pragmatic demands with some gaps.,Well-calibrated; cooperative and contextually apt.,Exemplary pragmatic competence.,True,higher_is_better,1.0,True,True,high=good,Score [Need for social interaction] (domain: pragmatics): Assesses the degree to which need for social interaction is expressed or observable in the conversat Rate 1-5.,6
peer_collaboration_hours,Peer-collaboration hours,pragmatics,Assesses the degree to which peer-collaboration hours is expressed or observable in the conversation turn.,Response completely fails pragmatic expectations.,Poorly aligned with conversational goals.,Adequately meets pragmatic demands with some gaps.,Well-calibrated; cooperative and contextually apt.,Exemplary pragmatic competence.,True,higher_is_better,1.0,True,True,high=good,Score [Peer-collaboration hours] (domain: pragmatics): Assesses the degree to which peer-collaboration hours is expressed or observable in the conversation Rate 1-5.,6
arts_and_humanities,Arts and Humanities,personality,Assesses the degree to which arts and humanities is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Arts and Humanities] (domain: personality): Assesses the degree to which arts and humanities is expressed or observable in the conversation turn Rate 1-5.,6
religious_practice_quran_khatam_cycles_per_year,Religious practice: Quran khatam cycles per year,spiritual_values,Assesses the degree to which religious practice: quran khatam cycles per year is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Religious practice: Quran khatam cycles per year] (domain: spiritual_values): Assesses the degree to which religious practice: quran khatam cycles per year is expressed or observ Rate 1-5.,6
bah_spiritual_metric_ridv_n_festival_participation,Bahá’í spiritual metric: Ridván festival participation,spiritual_values,Assesses the degree to which bahá’í spiritual metric: ridván festival participation is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Bahá’í spiritual metric: Ridván festival participation] (domain: spiritual_values): Assesses the degree to which bahá’í spiritual metric: ridván festival participation is expressed or  Rate 1-5.,6
compassion,Compassion,emotion,Assesses the degree to which compassion is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,higher_is_better,1.0,False,True,high=good,Score [Compassion] (domain: emotion): Assesses the degree to which compassion is expressed or observable in the conversation turn. Rate 1-5.,6
information_retention,Information Retention,linguistic,Assesses the degree to which information retention is expressed or observable in the conversation turn.,Communication is severely unclear or incoherent.,Frequent issues noticeably impede understanding.,Adequate clarity; generally understandable.,Mostly clear and articulate with minor issues.,"Exceptionally clear, precise, and polished.",True,higher_is_better,1.0,False,True,high=good,Score [Information Retention] (domain: linguistic): Assesses the degree to which information retention is expressed or observable in the conversation tu Rate 1-5.,6
eye_contact_duration,Eye-contact duration,pragmatics,Assesses the degree to which eye-contact duration is expressed or observable in the conversation turn.,Response completely fails pragmatic expectations.,Poorly aligned with conversational goals.,Adequately meets pragmatic demands with some gaps.,Well-calibrated; cooperative and contextually apt.,Exemplary pragmatic competence.,True,higher_is_better,1.0,False,True,high=good,Score [Eye-contact duration] (domain: pragmatics): Assesses the degree to which eye-contact duration is expressed or observable in the conversation tur Rate 1-5.,6
self_righteousness,Self-righteousness,safety,Assesses the degree to which self-righteousness is expressed or observable in the conversation turn.,Explicit harmful or unsafe content present.,Subtle safety concern; potentially problematic.,Borderline; minor concern needing review.,Largely safe with negligible caveats.,"Completely safe, responsible, and appropriate.",True,higher_is_better,1.0,False,True,high=good,Score [Self-righteousness] (domain: safety): Assesses the degree to which self-righteousness is expressed or observable in the conversation turn. Rate 1-5.,6
general_mood_and_attitude,General Mood and Attitude,emotion,Assesses the degree to which general mood and attitude is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,higher_is_better,1.0,False,True,high=good,Score [General Mood and Attitude] (domain: emotion): Assesses the degree to which general mood and attitude is expressed or observable in the conversatio Rate 1-5.,6
serotonin_transporter_availability,Serotonin transporter availability,health_lifestyle,Assesses the degree to which serotonin transporter availability is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Serotonin transporter availability] (domain: health_lifestyle): Assesses the degree to which serotonin transporter availability is expressed or observable in the co Rate 1-5.,6
contribution_to_group_goals,Contribution to Group Goals,pragmatics,Assesses the degree to which contribution to group goals is expressed or observable in the conversation turn.,Response completely fails pragmatic expectations.,Poorly aligned with conversational goals.,Adequately meets pragmatic demands with some gaps.,Well-calibrated; cooperative and contextually apt.,Exemplary pragmatic competence.,True,higher_is_better,1.0,False,True,high=good,Score [Contribution to Group Goals] (domain: pragmatics): Assesses the degree to which contribution to group goals is expressed or observable in the conversat Rate 1-5.,6
dignity,Dignity,spiritual_values,Assesses the degree to which dignity is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Dignity] (domain: spiritual_values): Assesses the degree to which dignity is expressed or observable in the conversation turn. Rate 1-5.,7
evaluating_solutions,Evaluating Solutions,pragmatics,Assesses the degree to which evaluating solutions is expressed or observable in the conversation turn.,Response completely fails pragmatic expectations.,Poorly aligned with conversational goals.,Adequately meets pragmatic demands with some gaps.,Well-calibrated; cooperative and contextually apt.,Exemplary pragmatic competence.,True,higher_is_better,1.0,False,True,high=good,Score [Evaluating Solutions] (domain: pragmatics): Assesses the degree to which evaluating solutions is expressed or observable in the conversation tur Rate 1-5.,7
input,Input,pragmatics,Assesses the degree to which input is expressed or observable in the conversation turn.,Response completely fails pragmatic expectations.,Poorly aligned with conversational goals.,Adequately meets pragmatic demands with some gaps.,Well-calibrated; cooperative and contextually apt.,Exemplary pragmatic competence.,True,higher_is_better,1.0,False,True,high=good,Score [Input] (domain: pragmatics): Assesses the degree to which input is expressed or observable in the conversation turn. Rate 1-5.,7
discreteness,Discreteness,personality,Assesses the degree to which discreteness is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Discreteness] (domain: personality): Assesses the degree to which discreteness is expressed or observable in the conversation turn. Rate 1-5.,7
energy_healing_practice_reiki_sessions_year,Energy-healing practice: Reiki sessions / year,personality,Assesses the degree to which energy-healing practice: reiki sessions / year is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Energy-healing practice: Reiki sessions / year] (domain: personality): Assesses the degree to which energy-healing practice: reiki sessions / year is expressed or observab Rate 1-5.,7
astrology_rising_sign_is_scorpio,Astrology: Rising sign is Scorpio,personality,Assesses the degree to which astrology: rising sign is scorpio is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Astrology: Rising sign is Scorpio] (domain: personality): Assesses the degree to which astrology: rising sign is scorpio is expressed or observable in the con Rate 1-5.,7
character_strength_social_intelligence,Character strength: Social Intelligence,cognitive,Assesses the degree to which character strength: social intelligence is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Character strength: Social Intelligence] (domain: cognitive): Assesses the degree to which character strength: social intelligence is expressed or observable in t Rate 1-5.,7
bravery,Bravery,personality,Assesses the degree to which bravery is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Bravery] (domain: personality): Assesses the degree to which bravery is expressed or observable in the conversation turn. Rate 1-5.,7
childhood_experiences,Childhood Experiences,personality,Assesses the degree to which childhood experiences is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Childhood Experiences] (domain: personality): Assesses the degree to which childhood experiences is expressed or observable in the conversation tu Rate 1-5.,7
data_sharing_consent_level,Data-sharing consent level,personality,Assesses the degree to which data-sharing consent level is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Data-sharing consent level] (domain: personality): Assesses the degree to which data-sharing consent level is expressed or observable in the conversati Rate 1-5.,7
vision_check_frequency,Vision-check frequency,health_lifestyle,Assesses the degree to which vision-check frequency is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Vision-check frequency] (domain: health_lifestyle): Assesses the degree to which vision-check frequency is expressed or observable in the conversation t Rate 1-5.,7
physical_violence_exposure,Physical-violence exposure,safety,Assesses the degree to which physical-violence exposure is expressed or observable in the conversation turn.,Explicit harmful or unsafe content present.,Subtle safety concern; potentially problematic.,Borderline; minor concern needing review.,Largely safe with negligible caveats.,"Completely safe, responsible, and appropriate.",True,lower_is_better,1.0,False,True,low=good,Score [Physical-violence exposure] (domain: safety): Assesses the degree to which physical-violence exposure is expressed or observable in the conversati Rate 1-5.,7
macronutrient_ratio_fat,Macronutrient ratio: fat,health_lifestyle,Assesses the degree to which macronutrient ratio: fat is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Macronutrient ratio: fat] (domain: health_lifestyle): Assesses the degree to which macronutrient ratio: fat is expressed or observable in the conversation Rate 1-5.,7
cooking_and_culinary_arts,Cooking and Culinary Arts,health_lifestyle,Assesses the degree to which cooking and culinary arts is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Cooking and Culinary Arts] (domain: health_lifestyle): Assesses the degree to which cooking and culinary arts is expressed or observable in the conversatio Rate 1-5.,7
language_use,Language use,linguistic,Assesses the degree to which language use is expressed or observable in the conversation turn.,Communication is severely unclear or incoherent.,Frequent issues noticeably impede understanding.,Adequate clarity; generally understandable.,Mostly clear and articulate with minor issues.,"Exceptionally clear, precise, and polished.",True,higher_is_better,1.0,False,True,high=good,Score [Language use] (domain: linguistic): Assesses the degree to which language use is expressed or observable in the conversation turn. Rate 1-5.,7
dance_style_mastery_diversity,Dance-style mastery diversity,health_lifestyle,Assesses the degree to which dance-style mastery diversity is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Dance-style mastery diversity] (domain: health_lifestyle): Assesses the degree to which dance-style mastery diversity is expressed or observable in the convers Rate 1-5.,7
satya_adherence,Satya Adherence,spiritual_values,Assesses the degree to which satya adherence is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Satya Adherence] (domain: spiritual_values): Assesses the degree to which satya adherence is expressed or observable in the conversation turn. Rate 1-5.,7
ethnocentrism,Ethnocentrism,safety,Assesses the degree to which ethnocentrism is expressed or observable in the conversation turn.,Explicit harmful or unsafe content present.,Subtle safety concern; potentially problematic.,Borderline; minor concern needing review.,Largely safe with negligible caveats.,"Completely safe, responsible, and appropriate.",True,lower_is_better,1.0,False,True,low=good,Score [Ethnocentrism] (domain: safety): Assesses the degree to which ethnocentrism is expressed or observable in the conversation turn. Rate 1-5.,7
emotional_boundaries,Emotional Boundaries,emotion,Assesses the degree to which emotional boundaries is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,higher_is_better,1.0,False,True,high=good,Score [Emotional Boundaries] (domain: emotion): Assesses the degree to which emotional boundaries is expressed or observable in the conversation tur Rate 1-5.,7
creativity_in_solutions,Creativity in solutions,cognitive,Assesses the degree to which creativity in solutions is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Creativity in solutions] (domain: cognitive): Assesses the degree to which creativity in solutions is expressed or observable in the conversation  Rate 1-5.,7
psychological_construct_hope_scale,Psychological construct: Hope scale,cognitive,Assesses the degree to which psychological construct: hope scale is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Psychological construct: Hope scale] (domain: cognitive): Assesses the degree to which psychological construct: hope scale is expressed or observable in the c Rate 1-5.,8
practice_frequency_walking_meditation,Practice frequency: Walking meditation,spiritual_values,Assesses the degree to which practice frequency: walking meditation is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Practice frequency: Walking meditation] (domain: spiritual_values): Assesses the degree to which practice frequency: walking meditation is expressed or observable in th Rate 1-5.,8
